Тип;Название;Ккал;Белки;Жиры;Углеводы;МассаПорции;Примечание;Источник
ПРОДУКТ;Cappuccino caramel;60;2.3;2.6;7.2;0;;
ПРОДУКТ;Cappuchino caramel;60;2.3;2.6;7.2;0;;
ПРОДУКТ;Caramel et biscuit;495;5;25.1;62.2;0;;
ПРОДУКТ;Caramelita;250;3.7;10.6;34.7;0;;
ПРОДУКТ;Caramels beurre salé;398;2.5;8.5;78;0;;
ПРОДУКТ;Carat;1;0.2;0;0.3;0;;
ПРОДУКТ;CarboMinor / КарбоМинор;190;31;3;3;0;;
ПРОДУКТ;Carne de Vacuno;211;18;15.1;0.8;0;;
ПРОДУКТ;Carrot apricot apple juice;36;0.6;0;9;0;;
ПРОДУКТ;Carré;529;8.1;31.2;52.3;0;;
ПРОДУКТ;Casein Moccachino;342;80;2;2;0;;
ПРОДУКТ;Cashews;613;20;49;21;0;;
ПРОДУКТ;Caviar Santa-bremor Cod 130G 1 / 12;144;17.5;6.5;3.9;0;;
ПРОДУКТ;Caviar Spread With Shrimp;348;5.8;34;4.7;0;;
ПРОДУКТ;Ceci della Sicilia;121;7.7;2.2;15;0;;
ПРОДУКТ;Ceci pronto all'uso;125;6.7;2.2;16.8;0;;
ПРОДУКТ;Cedar Snowstorm Candy (Кедровая Метелица;510;10;27;57;0;;
ПРОДУКТ;Cepumi Christmas;442;6.6;16;68.6;0;;
ПРОДУКТ;Cereal con muesli natura;460;8.3;18;63;0;;
ПРОДУКТ;Cervelat wurst;306;19;25;1;0;;
ПРОДУКТ;Ceylon Tea, 3.5 Ounce Tin;1.26;0;0.01;0.3;0;;
ПРОДУКТ;Chair de tomates;32.9;1.5;0.3;4.8;0;;
ПРОДУКТ;Champignons de Paris;18;2.1;0.5;0.5;0;;
ПРОДУКТ;Chana Обжаренный нут с куркумой и чёрным перцем;490;18;20;60;0;;
ПРОДУКТ;Cheburek;307;11;16;29;0;;
ПРОДУКТ;Cheddar Cheese Nuggets;251;10;12.6;24.3;0;;
ПРОДУКТ;Cheddar Crunchy Cheese Bits;605;42.3;46.8;1.5;0;;
ПРОДУКТ;Cheddar Slices;361;23;29;0;0;;
ПРОДУКТ;Cheddar Valley Spire;416;25.4;34.9;0.1;0;;
ПРОДУКТ;Cheddar White;390;28;32.5;0;0;;
ПРОДУКТ;Cheeps;546;3.3;34;52;0;;
ПРОДУКТ;Cheerios Cereales;373.33;9;3.67;71;0;;
ПРОДУКТ;Cheese Gouda;347;26;27;0;0;;
ПРОДУКТ;Cheese Slivochniy;330;25;25.6;0;0;;
ПРОДУКТ;Cheese Tokpokki;258;5.83;2.92;52.5;0;;
ПРОДУКТ;Cheese Tortillas;302;7.25;7.25;50;0;;
ПРОДУКТ;Cheese рамен;418;9.5;12;68;0;;
ПРОДУКТ;Cheeze “Царский;224;25.7;13.5;0;0;;
ПРОДУКТ;Cherrissimo classic;416;3.7;17;62;0;;
ПРОДУКТ;Cherry Sugar Free Chewing Gum;163;0;0;66;0;;
ПРОДУКТ;Cherry chocolate;301.39;30;8.1;11.7;0;;
ПРОДУКТ;Cherry gummies;329;0.8;1.6;75;0;;
ПРОДУКТ;Chewing Gum Spearmint;179;0.5;0.5;71;0;;
ПРОДУКТ;Chiafrø;482;21;34;42.8;0;;
ПРОДУКТ;Chicken Casserole Mix;331;5.6;2;71;0;;
ПРОДУКТ;Chicken Frankfurters;113.14;12.5;24;1.5;0;;
ПРОДУКТ;Chicken Gyoza;148;5.7;2.3;25;0;;
ПРОДУКТ;Chicken Kebab;197;6.6;8.7;23.1;0;;
ПРОДУКТ;Chicken Nuggets;192;10.5;7.6;20.5;0;;
ПРОДУКТ;Chicken Panini;241;14.2;6.2;31.4;0;;
ПРОДУКТ;Chicken Pelmeni;247;20.4;8.6;22;0;;
ПРОДУКТ;Chicken Teriyaki with Rice;194;12;4.6;26.2;0;;
ПРОДУКТ;Chicken Tikka Masala;141;2.5;9;12;0;;
ПРОДУКТ;Chicken Zinger Wrap;104.58;2;23;7;0;;
ПРОДУКТ;Chicken fillet chips;288;58.4;4.5;3.6;0;;
ПРОДУКТ;Chika Biscuit Арахисовый;344;30;16.1;4.1;0;;
ПРОДУКТ;Chika Biscuit Бисквит капучино;337;30;15.4;4.1;0;;
ПРОДУКТ;Chika Layers Батончик протеиновый «Фисташковый йогурт;328;30;13.8;3.6;0;;
ПРОДУКТ;Chikabar батончик глазированный с начинкой «Кокос;373;25;20;5.8;0;;
ПРОДУКТ;Chikalayers hazelnut&caramel;336;30;14.2;39.5;0;;
ПРОДУКТ;Chikalayers peanut&caramel;333.33;30;14.17;3.83;0;;
ПРОДУКТ;Chikapie Печенье глазированное с начинкой Арахисовое;181;15;9;2.5;0;;
ПРОДУКТ;Chikasport protein milk chokolate;507;21;38;11;0;;
ПРОДУКТ;Chiken Cotlet;190;13;10;13;0;;
ПРОДУКТ;Chikon Наггетсы Классические;282;9;14;30;0;;
ПРОДУКТ;Chili Cheese Nuggets;247;9.2;11;26;0;;
ПРОДУКТ;Chili Ketchup;96;1.1;0.3;22;0;;
ПРОДУКТ;Chilli Sauce;212;0;0;51;0;;
ПРОДУКТ;Chinese soup;370;9;14;5;0;;
ПРОДУКТ;Chio rio;530;3.5;30;58;0;;
ПРОДУКТ;Chipotle Burger Style Sauce;271;1;22;16;0;;
ПРОДУКТ;Chips BBQ;479;5.9;22;61;0;;
ПРОДУКТ;Chips Max Sour Cream;546;6.3;34;52;0;;
ПРОДУКТ;Chips cașcaval;517;6.5;30;52;0;;
ПРОДУКТ;Chips piper thailandez;520;3.9;30;57;0;;
ПРОДУКТ;Chips smântână și cașcaval;520;3.9;30;57;0;;
ПРОДУКТ;Chips strips creme & oignon cooke's;510;7;26;62;0;;
ПРОДУКТ;Chipsuri leodor;515;5.7;31;51;0;;
ПРОДУКТ;Chleb Firmowy;213;6.7;1.1;43;0;;
ПРОДУКТ;Chleb Litewski Borodinski;250;6.3;1;51.1;0;;
ПРОДУКТ;Chleb Rustykalny;229;6.8;5.3;39;0;;
ПРОДУКТ;Chleb Zwykły;255;7.6;1.7;51;0;;
ПРОДУКТ;Chleb z ziarnami;262;9.7;5.8;40;0;;
ПРОДУКТ;Chleb Żytni IG;262;7.6;5.7;43;0;;
ПРОДУКТ;Chleb żytni pełnoziarnisty z siemieniem lnianym;227;6.9;5.4;33;0;;
ПРОДУКТ;Choco Balls;378;8.4;2.5;78;0;;
ПРОДУКТ;Choco Banana Protein Bar;392;25;16;41;0;;
ПРОДУКТ;Choco Bar;414;7.3;20;55;0;;
ПРОДУКТ;Choco Brownie;474;5.7;19;67;0;;
ПРОДУКТ;Choco Cheesecake;401;10.2;25.6;32.4;0;;
ПРОДУКТ;Choco Chip;480;6;28;52;0;;
ПРОДУКТ;Choco Cookies;508;5.7;27;60;0;;
ПРОДУКТ;Choco Curlz;392;9.6;3.6;77;0;;
ПРОДУКТ;Choco Ops;369.5;7.4;3.1;78;0;;
ПРОДУКТ;Choco Pie;445.27;3.94;18.3;66.3;0;;
ПРОДУКТ;Choco Pie - Мучное кондитерское изделие в глазури«Choco Pie» («Чоко Пай;506.67;4.5;18;63;0;;
ПРОДУКТ;Choco Pie Matcha;440;6;20;59;0;;
ПРОДУКТ;Choco Pie Вишня;430;5;18;61;0;;
ПРОДУКТ;Choco Prunes;398;4.2;19.65;52.05;0;;
ПРОДУКТ;Choco cookie;496;6.9;24;63;0;;
ПРОДУКТ;Choco pie какао;420;4.5;16;64;0;;
ПРОДУКТ;Choco&Nuts White;589;8.9;41;45;0;;
ПРОДУКТ;Choco-Pie;430;4.5;18;63;0;;
ПРОДУКТ;Choco-Pie (яблоко-корица;420;5;17;62;0;;
ПРОДУКТ;Choco-Pie Чёрная Смородина;427;5;18;61;0;;
ПРОДУКТ;Choco-pie Dark Cacao;470;6;22;61;0;;
ПРОДУКТ;Choco-pie Манго;430;5;18;61;0;;
ПРОДУКТ;ChocoPie Вишня;440;5;19;62;0;;
ПРОДУКТ;Chocochip & orange;430;5;19;60;0;;
ПРОДУКТ;Chocolade Казахстанский;550;7.4;35.2;50.9;0;;
ПРОДУКТ;Chocolat;560;0;38;38;0;;
ПРОДУКТ;Chocolat Produit de Fromage à la Crème;300;6.67;16.67;30;0;;
ПРОДУКТ;Chocolat noir extra fin;450;10;35;24;0;;
ПРОДУКТ;Chocolat noisettes/raisin - 100 G;550;7;35;51;0;;
ПРОДУКТ;Chocolat with almond 75;540;11;38;31;0;;
ПРОДУКТ;Chocolat 《Babaevskij》 aux noisettes;555;8.5;38;41;0;;
ПРОДУКТ;Chocolate;547;5.4;34;55;0;;
ПРОДУКТ;Chocolate Bar;489;8;23.2;60;0;;
ПРОДУКТ;Chocolate Brownie;473;2.3;24;58;0;;
ПРОДУКТ;Chocolate Millennium Favorite Brut dark 74;552;9.2;40.6;37.4;0;;
ПРОДУКТ;Chocolate Mint;389;1;6.5;81;0;;
ПРОДУКТ;Chocolate Mochi Bread;386;7.24;10.7;64.8;0;;
ПРОДУКТ;Chocolate Protein Milkshake;81;6.1;1.8;9.8;0;;
ПРОДУКТ;Chocolate Schogetten Black & White;555;5.4;34;56;0;;
ПРОДУКТ;Chocolate Stroopwafels;435;3.5;17;66;0;;
ПРОДУКТ;Chocolate Vanilla;256;3.6;8.7;38.3;0;;
ПРОДУКТ;Chocolate Violets;459;3.5;18;67;0;;
ПРОДУКТ;Chocolate hazelnut protein bar;328;33;13.6;6.9;0;;
ПРОДУКТ;Chocolate mints;456;4;17;70;0;;
ПРОДУКТ;Chokladknappar;558;9;35;51;0;;
ПРОДУКТ;Chorizo de pavo;256;24;17;1.8;0;;
ПРОДУКТ;Choucroute d'Alsace;77;0.5;6.9;2;0;;
ПРОДУКТ;Chrunchitos;302;13.1;5.9;61.2;0;;
ПРОДУКТ;Chuch-Hela Cherry;400.9;4.8;9.5;74.2;0;;
ПРОДУКТ;Chuck Eye Steak;196;19.4;13.3;0;0;;
ПРОДУКТ;Chupa Chips Pinkies;330;4.3;0;77;0;;
ПРОДУКТ;Chupa Chups Sparkling Grape;48;0;0;12.2;0;;
ПРОДУКТ;Chupa chups® роллсы;360;0.4;0.5;86;0;;
ПРОДУКТ;Cicibebe;443;4.7;14;74;0;;
ПРОДУКТ;Cido pineapple nectar;44;0;0;11;0;;
ПРОДУКТ;Cini Minis;412;6.1;9;73.4;0;;
ПРОДУКТ;Cini Minis Churros;393;7.6;5.5;75.6;0;;
ПРОДУКТ;Cini Minis Protein;418;15.1;9.6;64.5;0;;
ПРОДУКТ;Cinni bits;398;10;6.2;73;0;;
ПРОДУКТ;Citir;633;28;52.7;24;0;;
ПРОДУКТ;Citrosodina;234;0.1;0.9;83.57;0;;
ПРОДУКТ;Citrus Shield;40;0;0;10;0;;
ПРОДУКТ;Classic;516.01;6.5;32;51;0;;
ПРОДУКТ;Classic Fish fingers;204;11;9;19;0;;
ПРОДУКТ;Classic Tofu;75;8.7;3.7;1.7;0;;
ПРОДУКТ;Classic mayonnaise;470;0.8;50;4.8;0;;
ПРОДУКТ;Classic surimi sticks;112;8.2;3.2;13.2;0;;
ПРОДУКТ;Clonbawn Milk;63;3.3;3.5;4.5;0;;
ПРОДУКТ;Coca (original;42;0;0;10.6;0;;
ПРОДУКТ;Coca Cola;42;0;0;10.6;0;;
ПРОДУКТ;Coca-Cola;42;0;0;10.8;0;;
ПРОДУКТ;Coca-Cola classic;44;0;0;10.9;0;;
ПРОДУКТ;Coca-Cola] Carbonated softdrink with cola taste;42;0;0;10.6;0;;
ПРОДУКТ;Coco Tropic батончик глазированный «Манго-маракуйя;399;6.8;29;8.8;0;;
ПРОДУКТ;Coco coconut;405.11;7;30;7.3;0;;
ПРОДУКТ;Coco white choco;391.73;7.8;27.5;8.3;0;;
ПРОДУКТ;Coconut Almonds;550;7.5;35;55;0;;
ПРОДУКТ;Coconut Cream;226;2.4;23;2.6;0;;
ПРОДУКТ;Coconut Oil;857;0;100;0;0;;
ПРОДУКТ;Coconut Pineapple Nectar;95;1;3;21;0;;
ПРОДУКТ;Coconut Water;20;0.1;0;4.8;0;;
ПРОДУКТ;Coconut ice cream;217.14;2.97;12.34;22.86;0;;
ПРОДУКТ;Coffe;53.3;2.9;2.5;4.8;0;;
ПРОДУКТ;Coffe cream;134;2.7;12;3.9;0;;
ПРОДУКТ;Coffee;296;19.4;1.1;42.6;0;;
ПРОДУКТ;Coffee drink;434;1.7;9.1;86.3;0;;
ПРОДУКТ;Coke Original Taste;42;0;0;10.6;0;;
ПРОДУКТ;Coke Zero caffeine free;1;0;0;0.2;0;;
ПРОДУКТ;Cola;20;0.5;0.5;5;0;;
ПРОДУКТ;Cola Malina;49;0;0;12;0;;
ПРОДУКТ;Collab passion fruit and lime;7.27;1.79;0;0;0;;
ПРОДУКТ;Colomba Mora;399;7.9;17;52;0;;
ПРОДУКТ;Combino Medium Shells;357.14;12.5;1.79;71.43;0;;
ПРОДУКТ;Comfort Bioyoghurt;73;2.8;1.5;12;0;;
ПРОДУКТ;Comfort Yogurt;87;4.1;3;11;0;;
ПРОДУКТ;Conchiglie;363;14.5;1.5;71.1;0;;
ПРОДУКТ;Conchiglie Макароны;356;12;1.4;72;0;;
ПРОДУКТ;Condenced milk;338.5;7.2;8.5;58.3;0;;
ПРОДУКТ;Condensed sweetened milk;322;7.3;8;55;0;;
ПРОДУКТ;Condimento al tartufo;819;0;91;0;0;;
ПРОДУКТ;Confit oignon et mangue;139;0.5;0.5;33;0;;
ПРОДУКТ;Cookie Caramel;306;3.1;14;41;0;;
ПРОДУКТ;Cookie Choko;472;9.3;17.7;67.4;0;;
ПРОДУКТ;Cookie Cream Chika Biscuit Cappuccino;294.22;30;11;3.8;0;;
ПРОДУКТ;Cookie Rings;370;7.5;4;75;0;;
ПРОДУКТ;Cookie nuts;443.3;6.2;32.5;31.2;0;;
ПРОДУКТ;Cookie “Korovka” With Cream Flavor;457;6.67;20;66.7;0;;
ПРОДУКТ;Cookies;541;5.89;31;59.9;0;;
ПРОДУКТ;Cookies & Cream Golden 7 Protein Blend;391.3;50;5.43;32.61;0;;
ПРОДУКТ;Cookies Tout Chocolat;495;5.5;26;58;0;;
ПРОДУКТ;Cookies bubble gum;539;5.6;29;62;0;;
ПРОДУКТ;Cool Cola с дубайским шоколадом;20;0;0;4.7;0;;
ПРОДУКТ;Cool taste guyabano fruit juice drink of ten a;63;0;0.5;15;0;;
ПРОДУКТ;Coop Mango Mahlajäätis;118;0;0;29;0;;
ПРОДУКТ;Coop X-tra Jordgubbar;32;0.8;0.4;5.5;0;;
ПРОДУКТ;Coop X-tra Milk chocolate;515;5;27;63;0;;
ПРОДУКТ;Coppa maga coconut;264;3;22;15;0;;
ПРОДУКТ;Corazones De Romana;17;1.2;0.3;3.3;0;;
ПРОДУКТ;Corn Flakes;379;8.2;1;82.7;0;;
ПРОДУКТ;Corn cakes with salt - Auchan;380;10;10;72;0;;
ПРОДУКТ;Cornetto;408;6.6;15;60;0;;
ПРОДУКТ;Cornichons;33;0.5;0.5;6.5;0;;
ПРОДУКТ;Cornichons Gurken;35;1.2;0.3;5.5;0;;
ПРОДУКТ;Cornish Cruncher Cheddar Cheese;416;25.4;34.9;0.1;0;;
ПРОДУКТ;Cornstarch;370;0.19;0.78;90.58;0;;
ПРОДУКТ;Corny Big choco-banana;424;4.9;13.8;67.8;0;;
ПРОДУКТ;Corny Big cranberry;391.01;5.9;7.7;71;0;;
ПРОДУКТ;Cottage Cheese, 12% Fat;153;10;12;1.2;0;;
ПРОДУКТ;Cottage cheese;99;13;3.6;3.8;0;;
ПРОДУКТ;Cottage cheese, 0% fat;81;17.2;0.6;1.6;0;;
ПРОДУКТ;Coulis 3x210g Heinz;37;1.6;0.1;7.1;0;;
ПРОДУКТ;Country Bacon Flavor;500;7;25;61;0;;
ПРОДУКТ;Couscous;349;12;1.5;70;0;;
ПРОДУКТ;Couscous Premium;361;13;1.6;74;0;;
ПРОДУКТ;Covrigei;412.3;9.6;7.9;74.1;0;;
ПРОДУКТ;Crab Sticks;94;6.61;0.7;15.2;0;;
ПРОДУКТ;Crack It Кокосовый;500;7;25;64;0;;
ПРОДУКТ;Cracker Mit Sesam 250g Packung Stiratini;442;11;13;68;0;;
ПРОДУКТ;Craft Bars;525;7.9;31.4;52.62;0;;
ПРОДУКТ;Cranberry Drink Leicht;6;0;0;1.9;0;;
ПРОДУКТ;Cream & Onion Flavour;500;7;25;61;0;;
ПРОДУКТ;Cream 30;293;2.3;30;3.4;0;;
ПРОДУКТ;Cream Buronka ultra-pasteurized 10;118;3;10;4;0;;
ПРОДУКТ;Cream Cheese With Herbs;149;6;12;4.4;0;;
ПРОДУКТ;Cream Cheese Сливочный;280;7.1;26.6;3;0;;
ПРОДУКТ;Creamy Chicken instant soup with croutons;435;6.6;22.6;50.4;0;;
ПРОДУКТ;Creamy Peanut Butter;580;20;47;25;0;;
ПРОДУКТ;Crema de cacao;206;3.4;5.5;32.9;0;;
ПРОДУКТ;Crema e Aroma Beans;396.6;14.4;15.4;40.2;0;;
ПРОДУКТ;Cremiger Blüten Honig;302;0.4;0.01;75.1;0;;
ПРОДУКТ;Cremissimo Heidelbeertraum;177;2;5.9;29;0;;
ПРОДУКТ;Crevettes d'Equateur assaisonnées ASC;71;9.4;3.5;0.4;0;;
ПРОДУКТ;Crisp buckweat bread;370;12;3;66;0;;
ПРОДУКТ;Crispers;527;15;33;41;0;;
ПРОДУКТ;Crisps Крекер Кокос - кэроб;417;6.9;24.6;40.8;0;;
ПРОДУКТ;Crisps Крекер Кокос - шоколад;433;7.9;26.5;38.5;0;;
ПРОДУКТ;Crisps Крекер Кокос-Лайм;440;7.3;29;36;0;;
ПРОДУКТ;Crisps Крекер Манго;435;6.9;27.3;39.1;0;;
ПРОДУКТ;Crispy Tofee;563;2.2;35;58;0;;
ПРОДУКТ;Crispy granola with natural honey with berries;395.5;7.3;13.5;63.1;0;;
ПРОДУКТ;Croissant Bun Strawberry Cheesecake;407;4.8;21.2;48.6;0;;
ПРОДУКТ;Croque végé pesto chevre et tomate;270;9.3;14;27;0;;
ПРОДУКТ;Crunch;327;29.17;10;15;0;;
ПРОДУКТ;Crunch Клюква-черника;425;7.5;27.5;40;0;;
ПРОДУКТ;Crunch черника - ваниль;440;10;27;38;0;;
ПРОДУКТ;Crunchy Cookies by Well Done;494.26;5.9;26;57;0;;
ПРОДУКТ;Crunchy Protein Raspberry Protein Bar;389;25;16;41;0;;
ПРОДУКТ;Crunchy prażone musli orzechowe;446;9.6;15.7;63.1;0;;
ПРОДУКТ;Crvenkapica (as Okusom Jagode;527;2;28.6;65.3;0;;
ПРОДУКТ;Crème fraîche natur;308;2.3;32;2.3;0;;
ПРОДУКТ;Cubes de blé diététiques;290;14;3;40;0;;
ПРОДУКТ;Cubes de fromage à la méditerranéenne affinés dans l’huile (aux olives;514;8.4;53;0.7;0;;
ПРОДУКТ;Cucumbers;35;0;0;8.75;0;;
ПРОДУКТ;Cukr skořicový;380;0.4;0.3;92.5;0;;
ПРОДУКТ;Curd;101;18;1.8;3.3;0;;
ПРОДУКТ;Curd Snack Vanilla;407;8.7;23.3;40.7;0;;
ПРОДУКТ;Curry Udon;444.76;8.86;17.9;62.1;0;;
ПРОДУКТ;Currywurst;307;12.5;28;1.2;0;;
ПРОДУКТ;Císařská směs;84;3.2;0.5;17;0;;
ПРОДУКТ;Cāļa pusspārni;153;15;9.9;0.9;0;;
ПРОДУКТ;Cушеный анона;348;2;0;84;0;;
ПРОДУКТ;DO-RE-MI JÄÄTIS;202;2.5;9.2;27;0;;
ПРОДУКТ;DZALA;45.41;0;0;10.5;0;;
ПРОДУКТ;Dadu ice cream;100;4.17;13.89;23.61;0;;
ПРОДУКТ;Daily Nuts;520;10;28;58;0;;
ПРОДУКТ;Dairy moo ice cream balls strawberry;156;2.1;9;16.6;0;;
ПРОДУКТ;Dakota Sunflower Seeds;640;29.7;53.9;3;0;;
ПРОДУКТ;DalColle Croissant Cioccolato;442;6.3;22;53;0;;
ПРОДУКТ;Danie Instant Smak Teriyaki;114.33;2.33;4.67;15.37;0;;
ПРОДУКТ;Danielle Yogurt;113.64;5.45;5;11.02;0;;
ПРОДУКТ;Danish Blue Cheese;341;20;29;0.5;0;;
ПРОДУКТ;Dankek Lokmalik , Kakaolu;426;5.1;24.4;45.7;0;;
ПРОДУКТ;Danone живой йогурт банан;70;2.8;1.2;11.9;0;;
ПРОДУКТ;Danone творожный апельсин и маракуйя;108;6.1;3.6;12.8;0;;
ПРОДУКТ;Dare десерт бар кокос;488;5.8;27;59;0;;
ПРОДУКТ;Dark;526;5.1;29;56;0;;
ПРОДУКТ;Dark 60% cacao;566;6.4;38;46;0;;
ПРОДУКТ;Dark Chocolate;621;8.2;53.3;20.4;0;;
ПРОДУКТ;Dark Chocolate 85;565;11;46;18;0;;
ПРОДУКТ;Dark Chocolate 85% Zero Sugar;587;10;48;26;0;;
ПРОДУКТ;Dark Chocolate Mango;453;5.1;21.2;57.9;0;;
ПРОДУКТ;Dark Hazlenuts Chocolate;566;8;38;44;0;;
ПРОДУКТ;Dark Kvas Rye and barley malt;34;0;0;7.4;0;;
ПРОДУКТ;Dark Milk Chocolate 55;598;8.5;45;35;0;;
ПРОДУКТ;Dark Milk Fruit Nut;544;9.8;32.8;52.4;0;;
ПРОДУКТ;Dark chocolate 70% Mint;400;8.5;38;15;0;;
ПРОДУКТ;Dark chocolate chips;561;7;36;50.2;0;;
ПРОДУКТ;Dark chocolate raspberry & chia;498;6.6;28.1;51.4;0;;
ПРОДУКТ;Dark chocolate with abseinthe filling;459;4;25;52;0;;
ПРОДУКТ;Dark. Тёмный шоколад с фундуком;525.33;5.8;33;52;0;;
ПРОДУКТ;Das gute Zirndorfer Landbier alkoholfrei;19.5;0.7;0;3.3;0;;
ПРОДУКТ;De Olio Вега-Масло Лайм И Масло Авокадо;655;0.5;72.5;0.1;0;;
ПРОДУКТ;DeSenviş;327;23.5;25.5;0.7;0;;
ПРОДУКТ;Debrecínská pečeně;120;19.3;4.5;0.5;0;;
ПРОДУКТ;Deli;284;7.7;7.5;46;0;;
ПРОДУКТ;Delicious Burger Курячий;272;11.2;16.5;19.6;0;;
ПРОДУКТ;Delikatess Geflügel-Gutsherren-Brühwurst;200;13;16;1;0;;
ПРОДУКТ;Delikäiser мраморная ветчина;230;12;18;5;0;;
ПРОДУКТ;Della Mamma;232;3;12.8;25.2;0;;
ПРОДУКТ;Desa Ar Sieru;152;13;9.5;3.6;0;;
ПРОДУКТ;Desa BALTIJOS 1+1;369;24.9;29.9;1.1;0;;
ПРОДУКТ;Deser mleczny o smaku truskawkowym z bitą śmietana waniliowa;1;3.1;5;16;0;;
ПРОДУКТ;Deserta Izlase;344;15.2;27.9;8.1;0;;
ПРОДУКТ;Dessert Tiramisu;270;4;12;34;0;;
ПРОДУКТ;Dessert souffle;339;22;17;10.2;0;;
ПРОДУКТ;Dessert strawberry & cream flavor;410;3.4;13.5;68.6;0;;
ПРОДУКТ;Dessertsauce Karamell;230;0.5;1;55;0;;
ПРОДУКТ;Die mag ich;361;13;2.5;70;0;;
ПРОДУКТ;DinkelSchoko Muffins;378;7.4;4.8;74;0;;
ПРОДУКТ;Dip Nacho Cheese Style;130;2.5;9.9;7.7;0;;
ПРОДУКТ;Dirol Манго;175.19;0.4;1.5;68;0;;
ПРОДУКТ;Doctor's Signature Sausage;259;11;23;2.1;0;;
ПРОДУКТ;Dog Adult Yorkshire'i terjereid;300;18.2;25;0.7;0;;
ПРОДУКТ;Doktori Vorst;234;12;18;6;0;;
ПРОДУКТ;Donut протеиновый с шоколадной начинкой;366;17;22;19;0;;
ПРОДУКТ;Dorschleber;539;5.2;58;1.4;0;;
ПРОДУКТ;Doshirak Poulet;472;9.9;22.4;57.8;0;;
ПРОДУКТ;Doshirak boeuf;400;8;17;54;0;;
ПРОДУКТ;Doshirak oriental style-chicken mild;460;0;19;62;0;;
ПРОДУКТ;Double Coco;490;4.75;41;28.75;0;;
ПРОДУКТ;Dr Pepper & Cream Soda;42;0;0;11.27;0;;
ПРОДУКТ;Dr. Korner медовые хлебцы;318;9;2;66;0;;
ПРОДУКТ;Dr.Korner кукурузно-рисовые хлебцы Прованские травы;170;7;1;68;0;;
ПРОДУКТ;Draugu dilles;534;6.2;32;53;0;;
ПРОДУКТ;Dried Beef Bar;243.79;35.3;5;11.8;0;;
ПРОДУКТ;Dried Mangoes;333.33;2.5;0;82.5;0;;
ПРОДУКТ;Dried mango;358;1.23;0.67;86.7;0;;
ПРОДУКТ;Drip coffee;202;14;16;0.4;0;;
ПРОДУКТ;Drive me Original;43.02;0;0;10.6;0;;
ПРОДУКТ;Dropz Сладкий Микс;551;2.21;30.48;67;0;;
ПРОДУКТ;Dubai Crunchy Cake;380.24;2.5;15.36;58;0;;
ПРОДУКТ;Dubai White Chocolate;559;9.2;36;48;0;;
ПРОДУКТ;Dubai style chocolate;560;8.9;37;47;0;;
ПРОДУКТ;Dubbel frisss;23;0;0;5.6;0;;
ПРОДУКТ;Duck paté;171;12;10;8.3;0;;
ПРОДУКТ;Dumle Original;474;3.4;21;66;0;;
ПРОДУКТ;Duo Schoko Creme, Nussetti;587;3.8;40.8;49.7;0;;
ПРОДУКТ;Duroc Käse-Griller;302;16;26;1.1;0;;
ПРОДУКТ;Dusted Cocoa Truffles;554;4.3;36;49;0;;
ПРОДУКТ;Dynami:t Game - Лидское пиво - 500 мл;45;0;0;11;0;;
ПРОДУКТ;Dzintara saldskabmaize;246;5.7;0.8;52;0;;
ПРОДУКТ;Dżem truskawkowy Kids;139;0.5;0.5;33;0;;
ПРОДУКТ;E-ON Almond Rush;42;0;0;10.5;0;;
ПРОДУКТ;E-ON Блэк Пауэр (Black Power;46;0;0;11.2;0;;
ПРОДУКТ;EDAMER;315;27;23;15;0;;
ПРОДУКТ;ERDBEEREN in Milchschokolade;450.83;5.3;30.3;59.3;0;;
ПРОДУКТ;Eco botanica;200;1;0;81;0;;
ПРОДУКТ;Edelmazipantaler;432;5.4;19.7;53.1;0;;
ПРОДУКТ;Egg Noodle;339;14;1.4;70;0;;
ПРОДУКТ;Egg White;45;10.5;0;0.7;0;;
ПРОДУКТ;Eierlikör Genuss;204;2.9;7.8;29;0;;
ПРОДУКТ;Eins komma Fünf;24;0.5;0.5;5.6;0;;
ПРОДУКТ;Eis Kaffee;499;7.2;27;54;0;;
ПРОДУКТ;Eis Nogger Choc;194;3.2;8;26;0;;
ПРОДУКТ;Eistee zirone;24;0.08;0.1;5.7;0;;
ПРОДУКТ;Ekde Matjesfilet;247;13;21.5;0.3;0;;
ПРОДУКТ;Ekologiczny makaron pełnoziarnisty świderki;353;12;2.3;67;0;;
ПРОДУКТ;Ekologiškas jogurtas;98;3.9;3.1;13.7;0;;
ПРОДУКТ;Ekzo vegan Манго-маракуйя на кокосовой основе;136;0.5;0.5;31.4;0;;
ПРОДУКТ;Elbow Macaroni;375;12.5;1.79;73.21;0;;
ПРОДУКТ;Elegant Milk Chocolate Bar;398;5.57;33.63;18.26;0;;
ПРОДУКТ;Elgovita;437.07;7;19;68;0;;
ПРОДУКТ;Elite 100% Whey Protein Powder;411.76;73.53;8.82;5.88;0;;
ПРОДУКТ;Emma vaniljarahka;125;9.1;4;13;0;;
ПРОДУКТ;Emmental;370;28.2;28.5;0;0;;
ПРОДУКТ;Emmental Francese;369;27;29;0.5;0;;
ПРОДУКТ;Emmentaler;395;29;31;0.1;0;;
ПРОДУКТ;Endurosnack - zelené jablko;118;1.8;0;37;0;;
ПРОДУКТ;Energy Ball Bio Kakao;397;21;16;42;0;;
ПРОДУКТ;Energy Drink;50;0;0;13;0;;
ПРОДУКТ;Energy Drink Gorilla Mango Coconut;54;0;0;13.6;0;;
